unique_id,tracking_code,borough,borough_code,cd,commdist,cb_label,type_br,type,priority,need,request,explanation,location,site_name,address,street_name,street_cross_1,street_cross_2,supporters_1,supporters_2,parent_tracking_code,agency_acronym,agency,agency_category_response,agency_response,geo_function,geom
178,104202431E,Bronx,2,04,204,BX 04,E,general,31,Animal and pest control services,Provide more frequent garbage or recycling pick-up,DOT currently has an agreement with DSNY to clean step streets whenever possible.  Given the number of step streets throughout the District we request that DSNY add personnel to be able to maintain and service step streets on a more regular basis. One idea might be to increase the number of JWT workers and assigning them to the more heavily utilized Step Streets for regular clean ups.,,,,,,,,,,DSNY,827,9,This program is currently funded and the Department of Sanitation recommends its continued support.,NO LOCATION DATA,
180,104202432E,Bronx,2,04,204,BX 04,E,site,32,Community board facilities and staff,Other educational programs requests,"There is a great need to provide more arts and culture programs for our young people.  The City should fund/[partner with Bronx Museum of the Arts, Bronx Children's Museum, Botanical Gardens for example to create additional programs in school.",,,,,,,,,,DOE,40,8,Contact the Community Board Unit at OMB for information regarding this request.,NO LOCATION DATA,
216,105202413E,Bronx,2,05,205,BX 05,E,general,13,After school programs,Increase enforcement of illegal dumping laws,Increase Illegal Dumping Task Force from Current Low Level.  Sanitation police personnel cannot serve the ire need of our district. Must improve ability of Department to conduct surveillance and apprehend illegal dumpers. his is a major quality of life concern in CD5.,,,,,,,,,,DSNY,827,2,This program is currently funded and the Department of Sanitation recommends its continued support.,NO LOCATION DATA,
186,104202436E,Bronx,2,04,204,BX 04,E,general,36,Services to support low-income New Yorkers,"Provide, expand, or enhance adult literacy programs services","Literacy is a major barrier to a high school diploma  and beyond.  The City should partner with libraries, non-profit organizations and foundations to create additional literacy programs.",,,,,,,,,,DYCD,260,4,DYCD funding is allocated through public solicitations including Requests for Proposals.,NO LOCATION DATA,
219,105202415C,Bronx,2,05,205,BX 05,C,street,15,NYPD facilities and equipment,Expand loan programs to rehabilitate multiple dwelling buildings,Increase Funds to 8A Loan Program for Upgrading and Ongoing Maintenance Needs in Rehabilitated Buildings. New focus is to preserve existing housing of what has been rehabilitated. HPD indicates the fund is drying up.,,,,,,,"Morris Heights Health Center, Bronxworks,","Alliance for Community Services, Davidson Community Center",,HPD,806,1,The agency will try to accommodate this issue within existing resources.,NO LOCATION DATA,
187,104202437E,Bronx,2,04,204,BX 04,E,site,37,"Park, buildings, and access improvements",Other request for services for the homeless,"Implement and expand pre-release and supervised release programs.  Many formerly incarcerated people are either directed to shelters or re-enter communities with little to no preparation or support, often resulting in unfortunate outcomes, including recidivism. Pre-release programs that connect them to vital services and orient them to the shelter system can be helpful, and extended supervised release programs that provide necessary support can enhance the probability of success and self-sufficiency of people returning to their communities. Programs such as CASES and CJA can be referred to as successful models.",,,,,,,,,,DHS,71,3,Further study by the agency of this request is needed.,NO LOCATION DATA,
188,104202438E,Bronx,2,04,204,BX 04,E,site,38,"Library facilities, equipment and programs (NYPL)",Other educational programs requests,"As our young people begin to explore career opportunities the City should create internship and externship opportunities with middle school and high schools students with employers such as the New York Yankee Organization, Montefiore Hospital, BronxCare Health Systems, Hunts Point Food Distribution Center.",,,,,,,,,,DOE,40,8,Contact the Community Board Unit at OMB for information regarding this request.,NO LOCATION DATA,
283,106202418E,Bronx,2,06,206,BX 06,E,street,18,Commercial district revitalization,Hire additional uniformed officers,Increase the number of officers in the 48 precinct.,,,,,,,,,,NYPD,56,5,NYPD's total uniformed staffing levels depend on decisions made in the Preliminary and Executive Budget process.  Allocation of uniformed personnel is scheduled by the agency only after graduation of police classes from the Academy.,NO LOCATION DATA,
190,104202440E,Bronx,2,04,204,BX 04,E, ,40,Street and lot cleaning,Other expense budget request for DYCD,"Financial literacy including but not limited to budgeting, and investment should be a core competency for our young people.  We encourage the city to enhance these programs and engage partners (local banks, financial institutions) to provide seminars and workshops to educate young people on basic principles.",,,,,,,,,,DYCD,260,9,This service area is incorporated into existing programs.,NO LOCATION DATA,
191,104202441E,Bronx,2,04,204,BX 04,E,site,41,"Park, buildings, and access improvements",Increase enforcement of alternate street parking cleaning rules,Double parking and not moving vehicles at all on alternate days has increased as DSNY has resumed regular pickup schedule.  Many people leave their vehicles unattended waiting for DSNY street sweepers to pass by.  The agency should step up enforcement and issue more tickets and summonses to deter this behavior.,,,,,,,,,,DSNY,827,1,This program is currently funded and the Department of Sanitation recommends its continued support.,NO LOCATION DATA,
193,104202443E,Bronx,2,04,204,BX 04,E,site,43,"Library facilities, equipment and programs (NYPL)",Other expense budget request for DCLA,"Provide additional funding and resources so that local cultural institutions like the The Bronx Museum of the Arts, Bronx Children's Museum and the Universal Hip Hop Museum can provide more community programming particularly for young people.",,,,,,,,,,DCLA,126,4,"This project was funded in a prior fiscal year, but the scope is currently not fully funded. The Department of Cultural Affairs recommends this project be brought to the attention of your local elected official, i.e. Borough President or City Council member, to request additional funding.",NO LOCATION DATA,
370,108202411C,Bronx,2,08,208,BX 08,C,street,11,NYPD programs,Improve access to a building in a park,"Improvements to Washington?s Walk, including new benches, replacing temporary fence with a wrought-iron fence, and repair of adjacent sidewalk.",,,,,,,,,,DPR,846,5,Parks Department funds are insufficient for this purpose. We recommend this request be brought to the attention of your Council Members.,NO LOCATION DATA,
195,105202401E,Bronx,2,05,205,BX 05,E,general,01,Transit Service,"Provide, expand, or enhance Cornerstone and Beacon programs (all ages, including young adults)","Provide additional funds for CD 5 area youth programs: Fair Share Delinquency prevention, specialized programs and a Beacon School.  Youth programs remain at funding levels of ten years ago. Youngsters make up approximately 40% of population. Needs far outweigh ability to provide services/programs.",,,,,,,,,,DYCD,260,9,DYCD has increased funding in this service area.,NO LOCATION DATA,
