address,agency,bbl,bin,borough,bridgeid,category,description,mappable,maprojid,origin,parkid,parkname,zipcode
,DCAS,,,,,Fixed Asset,253 AND 256 BROADWAY- SAFE ACCESS CATWALK,Yes - Single Building,856PW357SA,mapped,,,
,DCAS,,,,,Fixed Asset,253 BROADWAY - 9TH FL FURN EQ FOR MOCS SPACE,Yes - Single Building,856PW357MOC1,mapped,,,
,DCAS,,,,,Fixed Asset,"253 BROADWAY - LPC MOVE TO 2nd, 11th , 12th, and 13th Fls",Yes - Single Building,856PW77LYAFE,mapped,,,
,DCAS,,,,,Fixed Asset,253 BROADWAY - RECONSTRUCT STEAM STATION,Yes - Single Building,856PW357STM2,mapped,,,
,DCAS,,,,,Fixed Asset,253 BROADWAY BSA - GUT REHABILITATION,Yes - Single Building,856PW357BSA,mapped,,,
,DCAS,,,,,Fixed Asset,253 BROADWAY- ELECTRICAL UPGRADES PHASE 2,Yes - Single Building,856PW357ELC2,mapped,,,
,DCAS,,,,,Fixed Asset,253 BROADWAY- EXTERIOR AND ROOF,Yes - Single Building,856PW357EXTR,mapped,,,
,DCAS,,,,,Fixed Asset,253 BROADWAY- FIRE ALARM UPGRADE,Yes - Single Building,850PW77LYAFA,mapped,,,
,DCAS,,,,,Fixed Asset,2556 Bainbridge Ave - Fordham Library renovation,Yes - Single Building,856PWD5BA2,mapped,,,
,DCAS,,,,,Fixed Asset,2556 Bainbridge Ave. Community Ctr.,Yes - Single Building,856PWD5BA1,mapped,,,
,DCAS,,,,,Fixed Asset,27 MADISON AVE.- COURTROOM & ATRIUM RESTORATION,Yes - Single Building,856PW78143H,mapped,,,
,DCAS,,,,,Fixed Asset,27 MADISON AVE.- EXTERIOR,Yes - Single Building,856PW78143J,mapped,,,
,DCAS,,,,,Fixed Asset,280 BROADWAY - EXTERIOR,Yes - Single Building,850PW316BWY2,mapped,,,
,DCAS,,,,,Fixed Asset,280 BROADWAY- GARAGE STRUCTURAL RENOVATIONS,Yes - Single Building,856PW316GARG,mapped,,,
,DCAS,,,,,Fixed Asset,280 BROADWAY LL 11/98 REHABILITATION,Yes - Single Building,856PW316BWAY,mapped,,,
,DCAS,,,,,Fixed Asset,31 CHAMBERS ST. - REPLACEMENT OF FAN COIL UNITS ON FIRST FL,Yes - Single Building,856PW310FAN,mapped,,,
,DCAS,,,,,Fixed Asset,31 CHAMBERS ST.- COLD STORAGE SYSTEM FOR DORIS,Yes - Single Building,856PW310COOL,mapped,,,
,DCAS,,,,,Fixed Asset,31 CHAMBERS ST.- DEPARTMENT OF CULTURAL AFFAIRS,Yes - Single Building,856PW310DCA,mapped,,,
,DCAS,,,,,Fixed Asset,31 CHAMBERS ST.- HVAC FOR DORIS ARCHIVES,Yes - Single Building,850PW310DHV2,mapped,,,
,DCAS,,,,,Fixed Asset,345 ADAMS RESTACKING PLAN,Yes - Single Building,856PW322PLAN,mapped,,,
,DCAS,,,,,Fixed Asset,345 ADAMS ST.- CODE COMPLIANT TOILET UPGRADES,Yes - Single Building,856PW322TOIL,mapped,,,
,DCAS,,,,,Fixed Asset,346 BROADWAY- EXTERIOR,Yes - Single Building,856PW79EXTRC,mapped,,,
,DCAS,,,,,Fixed Asset,360 ADAMS ST.- HVAC STATE SUPREME COURT,Yes - Single Building,856PWD78SSCT,mapped,,,
,DCAS,,,,,Fixed Asset,390 KENT AVE.- EXTERIOR & ROOF,Yes - Single Building,856PW77326EX,mapped,,,
,DCAS,,,,,Fixed Asset,"40 RECTOR ST.- RELOCATION OF OATH, CCRB AND CFB",Yes - Single Building,856PW326RE4L,mapped,,,
,DCAS,,,,,Fixed Asset,52 CHAMBERS ST.- 4TH FLOOR HVAC,Yes - Single Building,850PW292HV4B,mapped,,,
,DCAS,,,,,Fixed Asset,52nd St / Brooklyn 10 Pier Rehab,Yes - Single Building,827S136-433,mapped,,,
,DCAS,,,,,Fixed Asset,61 BROADWAY- FLRS. 2 & 5 Judge's Chambers,Yes - Single Building,856PW326APL1,mapped,,,
,DCAS,,,,,Fixed Asset,80 CENTRE ST. - MANHATTAN FAMILY JUSTICE CENTER,Yes - Single Building,856PWM77FJC,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",80 CENTRE ST. - NY COUNTY DA CYBERCRIME AND IDENTITY THEFT,Yes - Single Building,856PWD05CYBR,mapped,,,
,DCAS,,,,,Fixed Asset,80 CENTRE ST.- ELECTRICAL,Yes - Single Building,856PW7780ELC,mapped,,,
,DCAS,,,,,Lump Sum,80 CENTRE STREET - 11/98 CYCLE 7 EXAMINATION,Yes - Single Building,856PW7780EX7,mapped,,,
,DCAS,,,,,Fixed Asset,88-11 SUTPHIN BLVD.- FACADE RESTORATION,Yes - Single Building,856PWD78415A,mapped,,,
,DCAS,,,,,Fixed Asset,ACE NORTH RIVER WWTP COGENERATION AND ELECTRICATION,Yes - Single Building,826ACECOGEN,mapped,,,
,DCAS,,,,,Fixed Asset,AMNH - Garage Lighting Upgrade,Yes - Single Building,126ACEDCA439,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",ARMORY FOUNDATION EVENT STAGE EQUIPMENT,Yes - Single Building,850PWDFORT,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",BEDFORD ATLANTIC ARMORY - NENOVATIONS BEDFORD ATLANTIC ARMO,Yes - Single Building,850PWKBEFORD,mapped,,,
,DCAS,,,,,,"BIC - 100 CHURCH ST, MANH",Yes - Single Building,856PW326BIC,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",BOARD OF ELECTIONS GENERATOR CONNECTION,Yes - Single Building,856PW340GEN,mapped,,,
,DCAS,,,,,Fixed Asset,BOE - 126-06 QUEENS BLVD - OFFICES,Yes - Single Building,856PW340QNS1,mapped,,,
,DCAS,,,,,,BOE - 42 BROADWAY,Yes - Single Building,856PW326BOE,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",BOE 200 VARICK DATA AND PHONES,,856PW340CABL,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",BOE PHONE BANK UPGRADE,,856PW340PHON,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",BORO PARK JCC EQUIPMENT,,801PWD9BORO,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",BORO PARK SHOMRIM - BROOKLYN SOUTH SAFETY PATROL,,850PWD5BSSP2,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",BRONX COUNTY DA'S OFFICE - SECURITY SYSTEM,,856PW77XDA01,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",Bronx DA Computer Equipment,,111XDA7STAF,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",Bronx DA Wiretap System Implementation,,111XDA6WIRE,mapped,,,
,DCAS,,,,,,BROOKLYN COMMUNITY BOARD 7- 4201 4TH AVENUE,Yes - Single Building,856PW77ZK07,mapped,,,
,DCAS,,,,,Fixed Asset,Brotherhood/Sister Sol -- New Community Center Building,,801PWDBHSHSO,mapped,,,
,DCAS,,,,,Fixed Asset,Bushwick Ascend Charter School - I/O,,850PWDNBUSHW,mapped,,,
,DCAS,,,,,,CBMN - MANHATTAN COMMUNITY BOARD 9,Yes - Single Building,856PW326ZM09,mapped,,,
,DCAS,,,,,Fixed Asset,CBQN - QUEENS CB 12 LEASE RENEWAL AT 90-28 161 ST.,Yes - Single Building,856PW326ZQ12,mapped,,,
,DCAS,,,,,Fixed Asset,CBQN - QUEENS CB6 OFFICES,Yes - Single Building,856PW326QCB6,mapped,,,
,DCAS,,,,,Fixed Asset,"CENTRAL - Fire Alarm, Roof, and Ejector Pumps - Pass-Throug",,850LQD122-CL,mapped,,,
,DCAS,,,,,Fixed Asset,CENTRAL QUEENS YM-YWHA,,801PWD9QYWHA,mapped,,,
,DCAS,,,,,Fixed Asset,Chinatown Manpower Project - 4th Floor Renovation,Yes - Single Building,801CMPRENO,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",city council telephone system,Yes - Multi-site,856PWCN900,mapped,,,
,DCAS,,,,,Fixed Asset,CITY HALL-SOLAR PANEL INSTALLATION,Yes - Single Building,850CHSOLAR,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",Citywide Administrative Systems,,111CITYADMIN,mapped,,,
,DCAS,,,,,Lump Sum,COMMITTEE FOR HISPANIC CHIDREN AND FAMILIES,,850PWDCOMM,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",Community Board 3 Computer Network,,856PWD308CB3,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",COMPUTERIZED MAINTENANCE MANAGEMENT SYSTEM - CMMS,,856PW324CMMS,mapped,,,
,DCAS,,,,,,Cooper Union,,850PWDNCOOPE,mapped,,,
,DCAS,,,,,Fixed Asset,CORO NEW YORK LEADERSHIP CENTER - Training Space,,801PWDCORONY,mapped,,,
,DCAS,,,,,Fixed Asset,"CUNY: BMCC, 199 Chambers Street - EE Upgrade",,042MC028-010,mapped,,,
,DCAS,,,,,Fixed Asset,"CUNY: BMCC, 199 Chambers Street - EE Upgrade",,042MC028-010,mapped,,,
,DCAS,,,,,Fixed Asset,DAVIDSON COMMUNITY CENTER GYM,,856DAVIDCC,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",DCAS - 100 CENTRE ST HEAT RECOVER AND BMS UPGRADE,Yes - Single Building,856ACECAS502,mapped,,,
,DCAS,,,,,Fixed Asset,DCAS - 115 Chrystie Boiler Replacment & Fuel Switch,Yes - Single Building,856ACECAS506,mapped,,,
,DCAS,,,,,Fixed Asset,DCAS - 215 E161ST STREET MECHANICAL ROOM LIGHTING,Yes - Single Building,856ACECAS501,mapped,,,
,DCAS,,,,,Fixed Asset,DCAS - BROOKLYN SUPREME COURT - HIGH EFFICIENCY MOTORS,Yes - Single Building,856ACECAS509,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",DCAS - DCAS IT UPGRADE,,856PW324DCPC,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",DCAS CAPITAL VEHICLE REPLACEMENT - OFA,No - Can never be mapped,856PW308VEH3,mapped,,,
,DCAS,,,,,Fixed Asset,DCAS- STATEN ISLAND CTAC,Yes - Single Building,856PW326CTCR,mapped,,,
,DCAS,,,,,Fixed Asset,"DCAS: 100 Gold St, Comprehensive HVAC & Lighting Upgrades",Yes - Single Building,856E12-0046,mapped,,,
,DCAS,,,,,Fixed Asset,"DCAS: 100 Gold Street, Manhattan",Yes - Single Building,856E10-00022,mapped,,,
,DCAS,,,,,Fixed Asset,"DCLA MMA - Air Handler Replacements: WHVAC-2, 3, 4, & 5",Yes - Single Building,850ACEDCA437,mapped,,,
,DCAS,,,,,Fixed Asset,DCLA MMA - QMA CHILLER AND RETROFIL AT QUEENS MUSEUM OF ART,Yes - Single Building,126ACEDCA438,mapped,,,
,DCAS,,,,,Fixed Asset,DCLA: MMA - Air Handler Replacements: EHVAC-1 & EHVAC-2,Yes - Single Building,850ACEDCA435,mapped,,,
,DCAS,,,,,Fixed Asset,DCLA: MMA Air Handlier Replacement JHVAC-4,Yes - Single Building,850ACEDCA436,mapped,,,
,DCAS,,,,,Fixed Asset,"DCLA: NY Hall of Science, 47-01 111th Street - Lighting Upg",Yes - Single Building,856E09-00021,mapped,,,
,DCAS,,,,,Fixed Asset,DCLA: Wildlife Conservation Society: Bronx Zoo Roofs,Yes - Multi-site,126ACEDCA433,mapped,,,
,DCAS,,,,,Fixed Asset,DCP - Relocation from 22 Reade Street,Yes - Single Building,856PW326DCPM,mapped,,,
,DCAS,,,,,Fixed Asset,DCP - RENEWAL AT 1 FORDHAM PLAZA,Yes - Single Building,856PW326DCPF,mapped,,,
,DCAS,,,,,Fixed Asset,DDC - 30-30 THOMPSON AVE.- EXPANSION,Yes - Single Building,850PW326DDC3,mapped,,,
,DCAS,,,,,Fixed Asset,"DEP: North River Cogeneration Plant, Hudson River Greenway",Yes - Single Building,801NRCOGEN,mapped,,,
,DCAS,,,,,Fixed Asset,DOB - RENOVATIONS AT 55 CHAMBERS STREET,Yes - Single Building,856PW326DOB3,mapped,,,
,DCAS,,,,,Fixed Asset,DOE - K801 DOE OFFICES,Yes - Single Building,856E14-0062,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",DOE - PS 199 THE SHAKESPEARE SCHOOL COMP UPGRADE,Yes - Single Building,856E13-0019,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",DOE: Murry Bergtraum HS - Comprehensive Energy Upgrade,Yes - Single Building,856E11-0003,mapped,,,
,DCAS,,,,,Fixed Asset,DOF - 350 ST. MARK'S PLACE - LEASED SPACE,Yes - Single Building,856PW326DOFR,mapped,,,
,DCAS,,,,,Fixed Asset,DOF - LEASE RENEWAL FOR 144-06 94TH AVENUE,Yes - Single Building,856PW326DOF4,mapped,,,
,DCAS,,,,,Fixed Asset,DOF - RELOCATION FROM 210 JORALEMON AND 345 ADAMS,Yes - Single Building,856PW326DOF5,mapped,,,
,DCAS,,,,,Fixed Asset,DOF - WAREHOUSE - 148-19 39 ST,Yes - Single Building,856PW326DOF2,mapped,,,
,DCAS,,,,,Fixed Asset,DSNY - 08-034; Bronx 12 District Garage Lighting,Yes - Single Building,856ENERG027,mapped,,,
,DCAS,,,,,Fixed Asset,DSNY - 08-035; Bronx 3A District Garage Lighting,Yes - Single Building,856ENERG028,mapped,,,
,DCAS,,,,,Fixed Asset,DSNY - RELOCATE DSNY SPACE FROM 137 CENTRE ST.,,856PW77SANIT,mapped,,,
,DCAS,,,,,Fixed Asset,"DSNY: 09-056 - Betts Avenue Garage, 58-73 53rd Ave, Queen",Yes - Multi-site,856E09-00028,mapped,,,
,DCAS,,,,,Fixed Asset,ECM for FDNY EMS39,Yes - Multi-site,057ACEFDN507,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",Educational Alliance - 14th Street Y Theater Equipment,Yes - Single Building,850PWDN142EA,mapped,,,
,DCAS,,,,,Fixed Asset,EDUCATIONAL ALLIANCE/14TH ST. Y - GREEN ROOF,,850PWDNALIAN,mapped,,,
,DCAS,,,,,Lump Sum,Environmental Professional Services,,850PW335ERLS,mapped,,,
,DCAS,,,,,Lump Sum,EPISCOPAL SOCIAL SERVICES OF NEW YORK,,850PWMNCOPAL,mapped,,,
,DCAS,,,,,Fixed Asset,Equality Charter School - I/O,,850PWDNCHART,mapped,,,
,DCAS,,,,,Fixed Asset,FA - 69-02 64th St. Ridgewood YMCA Reconstruction,,801PWQ9YMCA,mapped,,,
,DCAS,,,,,Fixed Asset,FA - Boro Park JCC,,801PWD9BORO1,mapped,,,
,DCAS,,,,,Fixed Asset,FA - Courts & Sports at Pier 36,,801RE25-004,mapped,,,
,DCAS,,,,,,FA - Jewish Board of Family & Children 13-556493-A1193,,801PWDJBOD2,mapped,,,
,DCAS,,,,,Fixed Asset,FA - Samuel Fields YM & YWHA Building,,801PWSAMFIEH,mapped,,,
,DCAS,,,,,Fixed Asset,FA - Sephardic Community Center,,801SEPHACC,mapped,,,
,DCAS,,,,,,FA - Shield of David,,801PWDDAVI,mapped,,,
,DCAS,,,,,,FA - Shield of David 13-174004-J4318,,801PWDDAVI2,mapped,,,
,DCAS,,,,,Fixed Asset,FA - YMCA NYC Roberta Bright,,801PWD9RBIT,mapped,,,
,DCAS,,,,,Fixed Asset,FA - YMCA of Prospect Park,,801PWK291,mapped,,,
,DCAS,,,,,Fixed Asset,FA GOD'S LOVE WE DELIVER -Building Expansion 13-336684-E245,,801PWDGOD,mapped,,,
,DCAS,,,,,Lump Sum,FA Ohel's Children's Home and Family Services,,801OHELFAM,mapped,,,
,DCAS,,,,,Lump Sum,FA School Settlement Association - New Community Center,,801SCHOOLSA,mapped,,,
,DCAS,,,,,Lump Sum,FA United Jewish Organizations of Williamsburg,,801UJOWILL,mapped,,,
,DCAS,,,,,Fixed Asset,FDNY - 59 PAIDGE AVE.- STORAGE OF APPARTUS EQP,Yes - Single Building,856F175APPA,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",FISA MAIL INSERTERS,Yes - Single Building,856PW308FSMI,mapped,,,
,DCAS,,,,,Fixed Asset,FLABUSH VOLUNTEER' S OF HATZOLAH,,850PWDFLAT,mapped,,,
,DCAS,,,,,Lump Sum,FORTUNE SOCIETY,,850PWD005FS,mapped,,,
,DCAS,,,,,Lump Sum,FORTUNE SOCIETY,,850PWDNFORTN,mapped,,,
,DCAS,,,,,Fixed Asset,FOUNTAIN HOUSE CAPITAL PROJECT,,801FOUNTAINH,mapped,,,
,DCAS,,,,,Fixed Asset,Fountain House HVAC Expansion and Electrical Upgrade,,801PWDFHOUSE,mapped,,,
,DCAS,,,,,Fixed Asset,FOUNTAIN HOUSE: HVAC EXPANSION AND ELECTRICAL UPGRADE,,801PWM467FH,mapped,,,
,DCAS,,,,,Fixed Asset,FUEL TANK REPLACEMENT,Yes - Multi-site,850PW348-73,mapped,,,
,DCAS,,,,,Fixed Asset,FUEL TANK REPLACEMENT,Yes - Multi-site,850PW348-74,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",GAY LESBIAN STRAIGHT EDUCATION NETWORK,,850PWD9GAY,mapped,,,
,DCAS,,,,,Lump Sum,Geotechnical & Environmental Investigations Lump Sum,,850PW311GELS,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",GLEN OAKS VOLUNTEER AMBULANCE CORPS,,850PWDGLEN,mapped,,,
,DCAS,,,,,Fixed Asset,GOWANUS CANAL 1 ST TURNING BASIN,,850PW77GOWAN,mapped,,,
,DCAS,,,,,Fixed Asset,Grand Street Settlement Computer Room,,850CCN3GSS,mapped,,,
,DCAS,,,,,Lump Sum,Grand Street Settlement Inc. - Essex Crossing I/O,,850PWDN63LGB,mapped,,,
,DCAS,,,,,Lump Sum,"Grand Street Settlement, Inc.: 80 Pitt Street Renovation",,856PWMN80PIT,mapped,,,
,DCAS,,,,,Lump Sum,"GREENWICH HOUSE, INC. - Community Center Renovation",,801PWDGREENW,mapped,,,
,DCAS,,,,,Fixed Asset,HARLEM HOSPITAL CENTER ENERGY UPGRADE,,819ACEHHC403,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",Hatzoloh Inc Ambulance Acquisition,,850PWKNEW1,mapped,,,
,DCAS,,,,,Lump Sum,Hebrew Educational Society,,801PWC77HES2,mapped,,,
,DCAS,,,,,Fixed Asset,HHC Coler Hospital Boiler Replacement,,819ACEHHC408,mapped,,,
,DCAS,,,,,Fixed Asset,HHC LINCOLN MEDICAL CENTER ENERGY UPGRADE,,819ACEHHC409,mapped,,,
,DCAS,,,,,Fixed Asset,HHC Metropolitan Hospital:- HVAC & Lighting Upgrades,Yes - Single Building,856E11-0011,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",HISPANIC FEDERATION - INFORMATION TECHNOLOGY EQUIPMENT,,850PWDHISP,mapped,,,
,DCAS,,,,,Fixed Asset,HOPE Community - Renovation,,850HOPERENN,mapped,,,
,DCAS,,,,,,Hudson Guild -- 13-556298-V8743,,801PV815HSG,mapped,,,
,DCAS,,,,,Fixed Asset,INTERNATIONAL CENTER FOR THE DISABLED,,850PWDNINTER,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",INVENTORY MANAGEMENT SYSTEM,,856PW324IMS,mapped,,,
,DCAS,,,,,Fixed Asset,JASA BRONX FRIENSHIP HOUSE,,850PWDJASA,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",JBI INTERNATIONAL - LIBRARY CAPITAL EQUIPMENT REQUEST,,850PWDNTHJBI,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",JCC OF MARINE PARK- REFRIDGERATOR VEHICLE,,850PWKNJCCMP,mapped,,,
,DCAS,,,,,Lump Sum,JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES-Kaplan House,,801PWDKAPLAN,mapped,,,
,DCAS,,,,,,JEWISH BRAILLE INSTITUTE,,850PWDNJEWSH,mapped,,,
,DCAS,,,,,Fixed Asset,KINGSBRIDGE HEIGHTS COMMUNITY CENTER,,801KBRIDGEHE,mapped,,,
,DCAS,,,,,Fixed Asset,KIPS BAY BOYS & GIRLS CLUB - ICE RINK,,801PWDKIPS,mapped,,,
,DCAS,,,,,Fixed Asset,KIPS BAY BOYS & GIRLS CLUB - Instructional Kitchen & Culina,,801PWDKBB&GC,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",KIPS BAY BOYS AND GIRLS CLUB - BUSES,,850PWDN5KIP2,mapped,,,
,DCAS,,,,,,KIPS BAY BOYS AND GIRLS CLUB - I/O,,850PWDN5KIPS,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",KIPS BAY BOYS AND GIRLS CLUB - TRANSPORT VANS,,850PWDKBGC05,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",KIPS BAY BOYS AND GIRLS CLUB - VANS,,850PWDKBGC45,mapped,,,
,DCAS,,,,,Fixed Asset,Kips Bay Boys and Girls Club Flagship Clubhouse Facilities E,,801PWDKIPS2,mapped,,,
,DCAS,,,,,Lump Sum,LEGAL SERVICES FOR NY CITY,,850PWD998LEG,mapped,,,
,DCAS,,,,,Fixed Asset,LOWER EAST SIDE GIRLS CLUB: EXPANSION ON AVENUE D,,801PWM249LEE,mapped,,,
,DCAS,,,,,Fixed Asset,MAIMONIDES MEDICAL CENTER,,850HL82MAIMC,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",Mayor's Office PC and Phone Upgrade,,111OOM6UPGR,mapped,,,
,DCAS,,,,,Fixed Asset,MDA Cybercrime Lab,,111MDA7CYBR,mapped,,,
,DCAS,,,,,Lump Sum,"Meals on Wheels of Staten Island, Inc.- Facility Rehab.",,801PWDMEALSI,mapped,,,
,DCAS,,,,,Fixed Asset,MERCY COLLEGE - PARENT RESOURCE CENTER,,850PWXNMERCC,mapped,,,
,DCAS,,,,,Fixed Asset,"MMA: Met Museum, Southside Cooling Tower/Chiller/Morgan Win",,850PV022-SCT,mapped,,,
,DCAS,,,,,Fixed Asset,MOME - A/C AND ANCILLARY WORK,,856PW193MOME,mapped,,,
,DCAS,,,,,Fixed Asset,"MULTIBRANCH (BP, HB, SJ) - Roof Replacement",,850LQD122RF3,mapped,,,
,DCAS,,,,,Lump Sum,NATIONAL ASSOCIATION ON DRUG ABUSE PROBLEMS,,850PWDNDRUGS,mapped,,,
,DCAS,,,,,Lump Sum,NATIONAL ASSOCIATION ON DRUG ABUSE PROBLEMS - S.A.N.,,850PWDNABUSE,mapped,,,
,DCAS,,,,,Lump Sum,"National Association on Drug Abuse Problems NYS, INC.",,850PWDNDRUGG,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",Network Operations Center & Network Protector for 11 MTC,Yes - Single Building,856PW77CONED,mapped,,,
,DCAS,,,,,,New York Academy of Sciences,,801NYASCI,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",NEW YORK GAY AND LESBIAN PROJECT EQUIPMENT,,856PWD998GLP,mapped,,,
,DCAS,,,,,,NEW YORK LEGAL ASSISTANCE GROUP,,850PWMLEGAL,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",NEW YORK LEGAL ASSISTANCE GROUP - WIRELESS NETWORK,,850PWDNLEGAL,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",NEW YORK United Jewish ASSOCIATION - vehicle,,850PWDNYUNJA,mapped,,,
,DCAS,,,,,Fixed Asset,NEW YORK URBAN LEAGUE - RENOVATION OF PROGRAM SPACE,,801PWMNNYURB,mapped,,,
,DCAS,,,,,Lump Sum,New York Urban League Inc -- Construction or Renovation,,801PWDNYURBL,mapped,,,
,DCAS,,,,,Fixed Asset,NORTHERN MAN. IMPROVEMENT CORP - PROVIDE EQPT FOR NEW SPACE,,850PWMNNORTH,mapped,,,
,DCAS,,,,,Fixed Asset,NORTHSIDE CTR FOR CHILD DEVELOPMENT HEAD START,,850CSCN500NS,mapped,,,
,DCAS,,,,,Fixed Asset,Northside Town Hall,,801PWKNTH,mapped,,,
,DCAS,,,,,Fixed Asset,NY COUNTY DA'S OFFICE FIRE UPGRADES,,856PW77DAK01,mapped,,,
,DCAS,,,,,Lump Sum,NYC MISSION SOCIETY - PERFORMING ARTS PROJECT--THEATRE EQUI,,850PWMNNYCMS,mapped,,,
,DCAS,,,,,Fixed Asset,NYPD - 08-059; 111TH PRECINCT LIGHTING,Yes - Single Building,856ENERG069,mapped,,,
,DCAS,,,,,Fixed Asset,NYPD - 08-061; 61ST PRECINCT LIGHTING,Yes - Single Building,856ENERG064,mapped,,,
,DCAS,,,,,Fixed Asset,NYPD - 08-062; 62ND PRECINCT LIGHTING,Yes - Single Building,856ENERG065,mapped,,,
,DCAS,,,,,Fixed Asset,NYPD - 08-063; 63RD PRECINCT LIGHTING,Yes - Single Building,856ENERG066,mapped,,,
,DCAS,,,,,Fixed Asset,NYPD - 08-070; 70TH PRECINCT LIGHTING,Yes - Single Building,856ENERG068,mapped,,,
,DCAS,,,,,Fixed Asset,"NYPD - 08-076: BMS/QMS Building, 59-06 Laurel Hill Boulevar",Yes - Multi-site,856E08-00005,mapped,,,
,DCAS,,,,,Fixed Asset,"NYPD - 08-147: Old 41st Precinct, 1086 Simpson Street",Yes - Single Building,856E08-00006,mapped,,,
,DCAS,,,,,,NYPD - 09-064; 69th Precinct; 9720 Foster Avenue,Yes - Single Building,856E09-00030,mapped,,,
,DCAS,,,,,Fixed Asset,NYPD - 330 WEST 34TH ST.- NYPD RELOCATION,Yes - Single Building,856PO79W34,mapped,,,
,DCAS,,,,,Fixed Asset,NYPD - BOILER UPGRADES AT QUEENS NORTH TASK FORCE,Yes - Single Building,856ACEPOL407,mapped,,,
,DCAS,,,,,Fixed Asset,NYPD - LARGE BOILER UPGRADES - 20TH PRECINCT,Yes - Single Building,856ACEPOL404,mapped,,,
,DCAS,,,,,Fixed Asset,NYPD - RELOCATE FROM 137 CENTRE ST.,Yes - Single Building,856PW77PDRL,mapped,,,
,DCAS,,,,,Fixed Asset,NYPD - SM/MED Boiler Upgrades - 108th Precinct,Yes - Single Building,856ACEPOL406,mapped,,,
,DCAS,,,,,Fixed Asset,NYU Enginnering School Makerspace,,850PWDNYU027,mapped,,,
,DCAS,,,,,Fixed Asset,OEM CADMAN PLAZA UPGRADES,Yes - Single Building,856PW77OEM1,mapped,,,
,DCAS,,,,,Fixed Asset,OEM Expansion of Leased Space 930 Flushing Avenue,Yes - Single Building,856PW326OEM3,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",Office of the Actuary Computer Network Upgrade,,111ACT7LANV,mapped,,,
,DCAS,,,,,Lump Sum,OHEL CHILDREN' S HOME AND FAMILY SERVICES - NITIAL OUTFITTI,,850PWKNOHELO,mapped,,,
,DCAS,,,,,Lump Sum,Ohel Children's Home & Family Services - OUTPATIENT CLINIC,,850PWDN43OPC,mapped,,,
,DCAS,,,,,Lump Sum,Ohel Children's Home and Family Services - E/P,,850PWDNCHILD,mapped,,,
,DCAS,,,,,Lump Sum,Ohel Children's Home and Family Services - I/O,,850PWDNOHELL,mapped,,,
,DCAS,,,,,Lump Sum,OHEL CHILDREN'S HOME AND FAMILY SERVICES - NITIAL OUTFITTIN,,850PWQNOHELH,mapped,,,
,DCAS,,,,,Lump Sum,"Ohel Children's Home and Family Services, Inc. -- Initial O",,801PWDOHELIO,mapped,,,
,DCAS,,,,,"ITT, Vehicles, and Equipment",PER SCHOLAS - CARGO TRUCK,,850PWDCARG,mapped,,,
,DCAS,,,,,Lump Sum,PROMESA INC. - LOISIDA COMMUNITY CENTER,,850PWDNPROME,mapped,,,
